first_purchase_date,first_purchase_user_id,purchase_user_id,purchase_date,purchase_id,product_line
23/03/2020,9664932,9664932,29/07/2020,16142v6436b8703,Restaurant
23/06/2020,9580603,9580603,30/07/2020,94878b5891x6786,Restaurant
23/06/2020,9580603,9580603,23/10/2020,83321c6613c7121,Restaurant
15/09/2020,4482519,4482519,29/09/2020,62428t3118u9613,Restaurant
15/09/2020,4482519,4482519,05/10/2020,53150v6539k6758,Restaurant
07/04/2020,2758668,2758668,21/04/2020,59233j5076p6055,Restaurant
07/04/2020,2758668,2758668,19/06/2020,41400y1198g3138,Restaurant
07/04/2020,2758668,2758668,09/07/2020,88587v6779j2769,Restaurant
15/03/2020,8526101,8526101,02/06/2020,31866r7458m6025,Restaurant
15/03/2020,8526101,8526101,15/09/2020,16690a6363z6524,Restaurant
20/07/2020,3422494,3422494,24/08/2020,49454o2818a7468,Restaurant
20/07/2020,3422494,3422494,18/10/2020,99024a5982w3437,Restaurant
20/04/2020,1981345,1981345,12/06/2020,70353e3460n4374,Restaurant
20/04/2020,1981345,1981345,26/06/2020,74478k2798j9750,Restaurant
20/04/2020,1981345,1981345,09/07/2020,10970w8564p4078,Restaurant
20/04/2020,1981345,1981345,06/10/2020,91035f4401q9510,Restaurant
13/07/2020,9733951,9733951,30/07/2020,81612n2835f5149,Restaurant
16/06/2020,6280322,6280322,21/09/2020,38618k9648w5795,Restaurant
14/06/2020,2885770,2885770,22/06/2020,61430u5536w1472,Restaurant
14/06/2020,2885770,2885770,13/09/2020,60034c5416a1061,Restaurant
21/03/2020,4735639,4735639,26/05/2020,55088v5150e5000,Restaurant
21/03/2020,4735639,4735639,27/06/2020,62077f5311u5167,Restaurant
21/03/2020,4735639,4735639,04/07/2020,52990w6803n8179,Restaurant
21/03/2020,4735639,4735639,23/07/2020,56270c3719d6526,Restaurant
21/03/2020,4735639,4735639,22/07/2020,20513j1629x5570,Restaurant
21/03/2020,4735639,4735639,27/09/2020,70613a2623r1447,Restaurant
21/03/2020,4735639,4735639,29/10/2020,93144f4063o5852,Restaurant
08/08/2020,8139150,8139150,15/09/2020,90040v1646c2809,Restaurant
08/08/2020,8139150,8139150,10/09/2020,92942i5296w4596,Restaurant
08/08/2020,8139150,8139150,26/09/2020,28856n4249w7696,Restaurant
08/08/2020,8139150,8139150,09/10/2020,47047x3078z8392,Restaurant
08/08/2020,8139150,8139150,17/10/2020,22011u4284x4944,Restaurant
08/08/2020,8139150,8139150,21/10/2020,52140t4474b9945,Restaurant
19/03/2020,3380672,3380672,11/05/2020,28751h9820l2939,Restaurant
19/03/2020,3380672,3380672,22/05/2020,27651u5726c7423,Restaurant
19/03/2020,3380672,3380672,22/06/2020,72422a5222n3177,Restaurant
19/03/2020,3380672,3380672,29/06/2020,93050a8454z7947,Restaurant
06/05/2020,6950951,6950951,22/10/2020,31094w4894x7160,Restaurant
20/03/2020,3768006,3768006,01/07/2020,99728i3432v8520,Restaurant
20/03/2020,3768006,3768006,12/06/2020,43374p4165a1730,Restaurant
20/03/2020,3768006,3768006,04/06/2020,38841q4132f4445,Restaurant
20/03/2020,3768006,3768006,29/06/2020,51848l4777x7220,Restaurant
20/03/2020,3768006,3768006,12/06/2020,57666w6164n3037,Restaurant
20/03/2020,3768006,3768006,06/06/2020,95345h2956x6087,Restaurant
20/03/2020,3768006,3768006,13/06/2020,53241u4202p9904,Restaurant
14/08/2020,1966282,1966282,07/09/2020,67584b8990h7724,Restaurant
14/08/2020,1966282,1966282,18/09/2020,93842n9168p6863,Restaurant
14/08/2020,1966282,1966282,17/10/2020,56566c6116p9843,Restaurant
25/07/2020,4187133,4187133,03/09/2020,23362a3814q3333,Restaurant
25/07/2020,4187133,4187133,19/09/2020,81295b7308c9760,Restaurant
25/07/2020,4187133,4187133,19/10/2020,81663d4078z3957,Restaurant
25/07/2020,4187133,4187133,28/09/2020,80106o3748e9606,Restaurant
25/07/2020,4187133,4187133,24/09/2020,26463r4003x6080,Restaurant
07/06/2020,3695106,3695106,19/08/2020,14969k7613s6583,Restaurant
07/06/2020,3695106,3695106,31/08/2020,75837z5205p2494,Restaurant
07/06/2020,3695106,3695106,18/10/2020,80561m2106m4716,Restaurant
07/06/2020,3695106,3695106,20/10/2020,67111c2374k6637,Restaurant
07/06/2020,3695106,3695106,01/10/2020,75773r6970z4051,Restaurant
14/06/2020,9441186,9441186,13/09/2020,19545f3785a5749,Restaurant
16/04/2020,6131471,6131471,09/05/2020,77496x3542t4427,Restaurant
16/04/2020,6131471,6131471,14/06/2020,90781l3541o5432,Restaurant
16/04/2020,6131471,6131471,28/06/2020,38592k8600i9451,Restaurant
16/04/2020,6131471,6131471,11/07/2020,16761e2613m3975,Restaurant
16/04/2020,6131471,6131471,26/09/2020,39176e1380j9828,Restaurant
16/04/2020,6131471,6131471,28/10/2020,77839p7847u1928,Restaurant
16/04/2020,6131471,6131471,26/09/2020,98592y2137b6764,Restaurant
17/04/2020,6146788,6146788,27/05/2020,13423h5115p1397,Restaurant
17/04/2020,6146788,6146788,23/07/2020,88862c9195h7953,Restaurant
17/03/2020,7469229,7469229,28/05/2020,38743z7628k3267,Restaurant
07/04/2020,2847235,2847235,16/06/2020,22395a4194o1131,Restaurant
19/08/2020,5272143,5272143,10/10/2020,82499h8115r5036,Restaurant
08/04/2020,4226186,4226186,09/05/2020,25431w6838e4768,Restaurant
08/04/2020,4226186,4226186,14/05/2020,11593n5309n9055,Restaurant
15/03/2020,8177770,8177770,02/07/2020,93514g9711b2965,Restaurant
15/03/2020,8177770,8177770,12/08/2020,42019m7548o2382,Restaurant
15/03/2020,8177770,8177770,15/08/2020,14174k8470u6443,Restaurant
15/03/2020,8177770,8177770,31/08/2020,35828y4952s6567,Restaurant
15/03/2020,8177770,8177770,30/08/2020,52717s5513x6109,Restaurant
15/03/2020,8177770,8177770,24/09/2020,26998t9890w8807,Restaurant
04/05/2020,5914300,5914300,21/07/2020,27206l2146h3546,Restaurant
04/05/2020,5914300,5914300,09/07/2020,60651t9358k6729,Restaurant
19/06/2020,2905061,2905061,24/08/2020,24198u6685c7913,Restaurant
19/06/2020,2905061,2905061,27/09/2020,77295h8380a8452,Restaurant
19/06/2020,2905061,2905061,29/08/2020,55938f8116y8771,Restaurant
19/06/2020,2905061,2905061,30/09/2020,49784o6760z3703,Restaurant
19/06/2020,2905061,2905061,23/09/2020,38725t4630p6758,Restaurant
19/06/2020,2905061,2905061,16/09/2020,94793d6816s6423,Restaurant
19/06/2020,2905061,2905061,25/10/2020,94300o7841z7581,Restaurant
12/03/2020,5093941,5093941,25/08/2020,87241a5640d7516,Restaurant
13/03/2020,2681049,2681049,27/07/2020,88764l8194d4966,Restaurant
13/03/2020,2681049,2681049,04/08/2020,56271w5860k9076,Restaurant
13/03/2020,2681049,2681049,03/08/2020,93652o4578w8757,Restaurant
13/03/2020,2681049,2681049,10/09/2020,22487o1201t5776,Restaurant
13/03/2020,2681049,2681049,15/09/2020,25912q6031q7821,Restaurant
20/04/2020,7032696,7032696,11/09/2020,77032p4361m8176,Restaurant
28/06/2020,1134521,1134521,03/09/2020,25203i5789d2079,Restaurant
28/06/2020,1134521,1134521,07/09/2020,27309t3415h7452,Restaurant
28/06/2020,1134521,1134521,09/09/2020,54987a6546y9840,Restaurant
28/06/2020,1134521,1134521,21/09/2020,74701r2845x2391,Restaurant
28/06/2020,1134521,1134521,29/08/2020,93332i4918k1590,Restaurant
28/06/2020,1134521,1134521,13/10/2020,27140u9306e8033,Restaurant
28/06/2020,1134521,1134521,22/09/2020,99244b8305v9934,Restaurant
01/08/2020,4222019,4222019,25/09/2020,56206g8638u3655,Restaurant
01/08/2020,4222019,4222019,24/09/2020,15168c3530y1401,Restaurant
01/08/2020,4222019,4222019,17/10/2020,53019t6257l1616,Restaurant
01/08/2020,4222019,4222019,22/10/2020,97157w6574i2678,Restaurant
01/08/2020,4222019,4222019,08/10/2020,98513a1702q8539,Restaurant
13/08/2020,7455864,7455864,27/09/2020,61735b4518n9569,Restaurant
13/08/2020,7455864,7455864,16/09/2020,72492f8006i9387,Restaurant
16/06/2020,6171886,6171886,26/08/2020,20532u7452z8637,Restaurant
16/06/2020,6171886,6171886,27/08/2020,44493a8632q8182,Restaurant
16/06/2020,6171886,6171886,10/08/2020,23302t3471d9060,Restaurant
16/06/2020,6171886,6171886,28/08/2020,13756e6800f9168,Restaurant
16/06/2020,6171886,6171886,23/09/2020,96832z6876z1801,Restaurant
16/06/2020,6171886,6171886,30/09/2020,23574t1487e2718,Restaurant
19/07/2020,3289189,3289189,27/08/2020,84791g8103t3050,Restaurant
19/07/2020,3289189,3289189,06/09/2020,97153j5703r4985,Restaurant
19/07/2020,3289189,3289189,24/08/2020,72617u9154s5704,Restaurant
02/05/2020,1679239,1679239,08/07/2020,98958o4037e2417,Restaurant
18/06/2020,7421598,7421598,09/08/2020,37046k7867i9446,Restaurant
18/06/2020,7421598,7421598,19/08/2020,38605r3676k3224,Restaurant
18/06/2020,7421598,7421598,07/09/2020,58257r2455r5246,Restaurant
18/06/2020,7421598,7421598,08/09/2020,88957b6404u7763,Restaurant
18/06/2020,7421598,7421598,01/10/2020,20263k6757u3613,Restaurant
21/06/2020,4923254,4923254,05/09/2020,75274t4133z5404,Restaurant
29/05/2020,3562673,3562673,31/07/2020,12131c5402q6565,Restaurant
29/05/2020,3562673,3562673,29/07/2020,53514o1872i5726,Restaurant
24/06/2020,6347158,6347158,29/07/2020,21510k3173p3561,Restaurant
24/06/2020,6347158,6347158,31/08/2020,47584i9335y7533,Restaurant
24/06/2020,6347158,6347158,26/08/2020,32666r1613g6303,Restaurant
24/06/2020,6347158,6347158,15/08/2020,52246w1051s6398,Restaurant
24/06/2020,6347158,6347158,02/09/2020,79800e9830e4768,Restaurant
24/06/2020,6347158,6347158,01/10/2020,29612e1453t7985,Restaurant
05/06/2020,6213484,6213484,20/07/2020,24158o2161x4041,Restaurant
05/06/2020,6213484,6213484,31/07/2020,59141t9880w7116,Restaurant
05/06/2020,6213484,6213484,09/08/2020,60741q2479h1529,Restaurant
05/06/2020,6213484,6213484,25/08/2020,32341x5515h3261,Restaurant
05/06/2020,6213484,6213484,17/08/2020,37682p5761s3336,Restaurant
05/06/2020,6213484,6213484,28/07/2020,78322s2223i3896,Restaurant
05/06/2020,6213484,6213484,28/07/2020,58224v7970d9575,Restaurant
05/06/2020,6213484,6213484,14/08/2020,86157a7446k2600,Restaurant
05/06/2020,6213484,6213484,25/09/2020,11394o4993i4289,Restaurant
05/06/2020,6213484,6213484,01/09/2020,81076h7466f1953,Restaurant
05/06/2020,6213484,6213484,05/09/2020,27125d1262j2157,Restaurant
05/06/2020,6213484,6213484,05/09/2020,41284k9999h8914,Restaurant
05/06/2020,6213484,6213484,28/09/2020,50748k6380r2233,Restaurant
05/06/2020,6213484,6213484,29/09/2020,29381t2691f1795,Restaurant
05/06/2020,6213484,6213484,15/10/2020,51909g1337x7522,Restaurant
05/06/2020,6213484,6213484,23/09/2020,66855p5482m1839,Restaurant
12/04/2020,7006514,7006514,24/08/2020,62669m2784a2483,Restaurant
27/03/2020,6013429,6013429,27/07/2020,99622n9949v2317,Restaurant
27/03/2020,6013429,6013429,17/09/2020,19220x6925c5148,Restaurant
27/03/2020,6013429,6013429,02/09/2020,75236f6137m5682,Restaurant
27/03/2020,6013429,6013429,06/09/2020,42377i8139y5649,Restaurant
27/03/2020,6013429,6013429,27/08/2020,33960w3149d7346,Restaurant
27/03/2020,6013429,6013429,04/10/2020,62722z3135d9333,Restaurant
27/03/2020,6013429,6013429,21/09/2020,69659e1747i1049,Restaurant
27/03/2020,6013429,6013429,30/10/2020,10270q6266m8803,Restaurant
14/06/2020,9594787,9594787,18/08/2020,76443l8983h3234,Restaurant
14/06/2020,9594787,9594787,07/08/2020,74220v8463v5440,Restaurant
14/06/2020,9594787,9594787,02/08/2020,13109z9211h1548,Restaurant
14/06/2020,9594787,9594787,29/08/2020,37409d3957z4080,Restaurant
14/06/2020,9594787,9594787,13/08/2020,59936u2322t9270,Restaurant
14/06/2020,9594787,9594787,31/07/2020,60247s3645d2398,Restaurant
14/06/2020,9594787,9594787,13/08/2020,74993x6944j1405,Restaurant
14/06/2020,9594787,9594787,29/08/2020,53154h9802u4043,Restaurant
14/06/2020,9594787,9594787,10/09/2020,62384b7688k6129,Restaurant
14/06/2020,9594787,9594787,13/09/2020,35663n1438d3339,Restaurant
14/06/2020,9594787,9594787,22/08/2020,66970g5301l7015,Restaurant
14/06/2020,9594787,9594787,22/08/2020,39786j8774k1133,Restaurant
14/06/2020,9594787,9594787,07/09/2020,41681g4688a3739,Restaurant
14/06/2020,9594787,9594787,30/08/2020,18779c1879b8342,Restaurant
14/06/2020,9594787,9594787,26/08/2020,41542x4805l4672,Restaurant
14/06/2020,9594787,9594787,30/08/2020,55139g1500i8875,Restaurant
24/06/2020,9140555,9140555,31/10/2020,80419a7307i1315,Restaurant
19/05/2020,1359178,1359178,07/08/2020,36799i9544f4660,Restaurant
19/05/2020,1359178,1359178,06/09/2020,29352h5203e9868,Restaurant
19/05/2020,1359178,1359178,30/08/2020,62947u1776d4156,Restaurant
19/05/2020,1359178,1359178,30/09/2020,97917u8526r2720,Restaurant
08/05/2020,9779317,9779317,04/06/2020,47113r7747w2480,Restaurant
08/05/2020,9779317,9779317,26/07/2020,79430l2748j1520,Restaurant
21/04/2020,7564496,7564496,25/06/2020,10700y8156t6985,Restaurant
21/04/2020,7564496,7564496,10/07/2020,88899q1281l6839,Restaurant
21/04/2020,7564496,7564496,26/07/2020,82562f1102d2547,Restaurant
21/04/2020,7564496,7564496,01/07/2020,35790y6568v9940,Restaurant
21/04/2020,7564496,7564496,16/07/2020,52383w1388i7173,Restaurant
21/04/2020,7564496,7564496,24/06/2020,54530y6564h3993,Restaurant
21/04/2020,7564496,7564496,27/06/2020,28986u1621i2864,Restaurant
21/04/2020,7564496,7564496,25/08/2020,81024t4084c8868,Restaurant
21/04/2020,7564496,7564496,05/08/2020,39128j3633w2021,Restaurant
21/04/2020,7564496,7564496,16/08/2020,99456n8846i5128,Restaurant
21/04/2020,7564496,7564496,27/08/2020,40736x1375k3174,Restaurant
21/04/2020,7564496,7564496,10/08/2020,25064l2401w8318,Restaurant
21/04/2020,7564496,7564496,27/09/2020,22943p5169t7316,Restaurant
21/04/2020,7564496,7564496,18/09/2020,32960z5380n5960,Restaurant
21/04/2020,7564496,7564496,10/09/2020,12464q3371v3568,Restaurant
21/04/2020,7564496,7564496,09/09/2020,33786e8879o2952,Restaurant
21/04/2020,7564496,7564496,09/09/2020,91760p4130t6733,Restaurant
21/04/2020,7564496,7564496,17/09/2020,60365b1230q5473,Restaurant
21/04/2020,7564496,7564496,25/08/2020,51331v6752b4170,Restaurant
21/04/2020,7564496,7564496,17/10/2020,93087w8546i9066,Restaurant
21/04/2020,7564496,7564496,30/09/2020,84268c2988e3255,Restaurant
21/04/2020,7564496,7564496,12/10/2020,99221n7065u2478,Restaurant
21/04/2020,7564496,7564496,13/10/2020,87385y9518k5564,Restaurant
21/04/2020,7564496,7564496,14/10/2020,16285y1527t9554,Restaurant
22/05/2020,5485906,5485906,25/07/2020,35750s4426v7841,Restaurant
10/04/2020,2309501,2309501,19/06/2020,39786w3509e6607,Restaurant
10/04/2020,2309501,2309501,07/06/2020,71830u7581v1160,Restaurant
08/04/2020,6635006,6635006,26/04/2020,97913n2774p8646,Restaurant
08/04/2020,6635006,6635006,26/04/2020,74042i7217n5946,Restaurant
08/04/2020,6635006,6635006,17/06/2020,41714d8128a5344,Restaurant
08/04/2020,6635006,6635006,22/06/2020,23817l4728l7264,Restaurant
08/04/2020,6635006,6635006,23/06/2020,21022c9798u7661,Restaurant
08/04/2020,6635006,6635006,23/06/2020,26047u3264y1453,Restaurant
08/04/2020,6635006,6635006,25/06/2020,84444p5726f4163,Restaurant
08/04/2020,6635006,6635006,04/07/2020,64361t9512a7465,Restaurant
08/04/2020,6635006,6635006,21/08/2020,10974u3089n2313,Restaurant
08/04/2020,6635006,6635006,30/09/2020,82867w9688x3943,Restaurant
08/04/2020,6635006,6635006,01/09/2020,66755p1156a4864,Restaurant
08/04/2020,6635006,6635006,29/09/2020,33210f7092s1928,Restaurant
08/04/2020,6635006,6635006,19/10/2020,77518j8962c2978,Restaurant
22/05/2020,1553802,1553802,19/07/2020,67085p2818z2632,Restaurant
13/05/2020,6993233,6993233,27/06/2020,32456c4725w8657,Restaurant
13/05/2020,6993233,6993233,02/07/2020,55630a3604w5517,Restaurant
13/05/2020,6993233,6993233,02/07/2020,81758h7258x8147,Restaurant
13/05/2020,6993233,6993233,29/08/2020,86640y7038l8859,Restaurant
13/05/2020,6993233,6993233,24/09/2020,86810c4485g5336,Restaurant
13/05/2020,6993233,6993233,24/09/2020,95156v6554b4586,Restaurant
25/03/2020,3539765,3539765,29/05/2020,22922c1889f4198,Restaurant
25/03/2020,3539765,3539765,12/05/2020,60092w1760f9695,Restaurant
