purchase_date,user_id,purchase_id,venue_id,product_line
18.05.20,7087962,21037o2215d1085,383123i8191,Retail store
29.07.20,5425246,57976f2213z2658,728206q8426,Restaurant
28.08.20,5425246,70755k1194r3908,618549q5701,Restaurant
30.08.20,5425246,54104n1172a8125,509910z3297,Restaurant
28.07.20,5425246,43518n2426r8112,324637u7703,Restaurant
19.09.20,5425246,32715t8734j2246,788378u1174,Restaurant
26.08.20,5425246,15535b8318r2569,691499c7748,Restaurant
27.09.20,5425246,47339c4161b7462,690429k1728,Restaurant
18.09.20,5425246,41944f5008q5826,691499c7748,Restaurant
25.09.20,5425246,27619p8426q8060,141048h5541,Restaurant
24.08.20,5425246,63519w7217m2287,481877z1569,Restaurant
31.08.20,5425246,25229h4737w5007,163106u7195,Restaurant
28.09.20,5425246,85085x8590y3301,282607e3048,Restaurant
16.09.20,5425246,68456g8837r6380,612119d4768,Restaurant
14.09.20,5425246,48373t3144i5102,617395i6440,Restaurant
05.10.20,5425246,10715j2874j1901,324637u7703,Restaurant
15.10.20,5425246,37255s1874e1843,823301c8222,Restaurant
09.10.20,5425246,38977a1206o8133,691499c7748,Restaurant
09.10.20,5425246,35727v8482v7087,776890z4226,Restaurant
19.10.20,5425246,77464o6339z3742,876157e8275,Restaurant
20.06.20,1826718,64383w7810b2818,109445d7398,Retail store
28.08.20,5061830,91464b3785p8197,278992n1442,Restaurant
05.09.20,5061830,74382d8023w1979,278992n1442,Restaurant
08.09.20,5996367,47649b6831l8072,148701k2153,Restaurant
03.10.20,5996367,38782q8526y6700,878799m9246,Restaurant
29.05.20,2514509,59738p7337j5342,721372f6476,Restaurant
31.05.20,2514509,65266u7123s9368,509882x8161,Restaurant
10.06.20,2514509,93550a1746w7493,109391h2356,Restaurant
11.06.20,2514509,40203v9510i7861,561473u7086,Restaurant
04.08.20,2514509,94854g8642i9150,764739t9361,Restaurant
31.08.20,2514509,27137l1479p8949,802388x4218,Restaurant
29.09.20,2514509,92882e2930r4068,995428r1140,Restaurant
22.09.20,2514509,58231e5760t2660,617395i6440,Restaurant
27.09.20,2514509,90258o9894x2130,617395i6440,Restaurant
06.09.20,2514509,14995w1674j4022,114393w7204,Restaurant
26.10.20,2514509,79829a9717c8319,943504l8244,Restaurant
20.10.20,2514509,80933t4102g5340,764739t9361,Restaurant
21.05.20,9510717,73539r2243a2922,929750i1407,Restaurant
13.08.20,7754410,97100i4348w4367,484550l3130,Restaurant
10.08.20,7754410,55389p9947h3973,840954r3943,Restaurant
06.08.20,7754410,30775q4684j2270,182722v9238,Restaurant
29.09.20,7754410,91457b9417a3501,701293k7529,Restaurant
08.09.20,7754410,93042d1148w2562,701293k7529,Restaurant
08.09.20,7754410,20492b3237q7195,606147q5649,Restaurant
20.09.20,7754410,83613u4695r2739,280572v9361,Restaurant
10.10.20,7754410,16518w1454a7809,701293k7529,Restaurant
29.09.20,7754410,40758v2675t2413,701293k7529,Restaurant
07.05.20,3513687,71556h4176n2067,489863n7406,Restaurant
30.04.20,3513687,64243u3101y6492,809999p9808,Restaurant
02.05.20,6152335,33878q7186r7027,809064x7474,Restaurant
23.06.20,6152335,17917y4141k6100,948949k4138,Restaurant
18.09.20,6152335,98397d1369i2526,169074a8655,Restaurant
23.09.20,6152335,73561i6940y9169,169074a8655,Restaurant
17.10.20,6152335,15468j2254i7917,169074a8655,Restaurant
18.10.20,6152335,93387r2409f2321,612119d4768,Restaurant
29.06.20,6024359,64457h9350r2043,383217b8485,Restaurant
17.05.20,8559806,28850y5282n3419,238913y4112,Restaurant
22.05.20,8559806,55789d8618s1312,868731y5759,Restaurant
17.09.20,9338100,24929h7061m6182,450351s2774,Restaurant
06.09.20,9338100,10076q3471d1204,759314t6671,Restaurant
25.04.20,2898499,99417t2578r8014,940726t9955,Restaurant
25.05.20,2334665,50934a8144v2343,409916j1368,Restaurant
29.08.20,6390539,84840n7946l4423,909373o8807,Retail store
15.10.20,6390539,25536q8411v5724,909373o8807,Retail store
30.06.20,8557535,81101n2155w1396,828892z2626,Restaurant
12.07.20,8557535,62199d9371d7151,961434u2055,Restaurant
25.07.20,8557535,97107c3990i3889,703793i8874,Restaurant
12.08.20,8557535,16964j2821c9175,876157e8275,Restaurant
04.08.20,8557535,46246p3681h3382,967598t8049,Restaurant
28.08.20,8557535,58760o5640q7215,485196q7880,Restaurant
02.09.20,8557535,66655w8693l1913,876157e8275,Restaurant
19.09.20,1952173,97368h2795v7720,896675w9006,Retail store
01.05.20,9664932,40761n1876c3350,509910z3297,Restaurant
14.05.20,9664932,29718j4150t7501,884139t4798,Restaurant
27.04.20,9664932,90123u1117x1458,509910z3297,Restaurant
09.05.20,9664932,42294t7097w4223,192976e3251,Restaurant
09.05.20,9664932,84136y6079z5328,495228o4888,Restaurant
27.04.20,9664932,60273y8216x8996,495228o4888,Restaurant
23.05.20,9664932,62375d2341u6006,238913y4112,Restaurant
04.06.20,9664932,83143f3706j4356,884139t4798,Restaurant
02.07.20,9664932,47261y3608r7732,192976e3251,Restaurant
29.07.20,9664932,16142v6436b8703,606147q5649,Restaurant
30.07.20,9580603,94878b5891x6786,211675s2957,Restaurant
23.10.20,9580603,83321c6613c7121,711819r4036,Restaurant
29.09.20,4482519,62428t3118u9613,120772q9252,Restaurant
05.10.20,4482519,53150v6539k6758,341129t9278,Restaurant
21.04.20,2758668,59233j5076p6055,972108c7453,Restaurant
19.06.20,2758668,41400y1198g3138,122915b3615,Restaurant
09.07.20,2758668,88587v6779j2769,972108c7453,Restaurant
30.05.20,9790038,66286t1884s2761,957767l8079,Retail store
17.05.20,9790038,86028d7859t2235,909373o8807,Retail store
22.08.20,9790038,18590q7233z7989,383123i8191,Retail store
17.09.20,9790038,92435r6738f4431,383123i8191,Retail store
02.06.20,8526101,31866r7458m6025,510808j4325,Restaurant
15.09.20,8526101,16690a6363z6524,744959w9986,Restaurant
24.08.20,3422494,49454o2818a7468,896853w7488,Restaurant
18.10.20,3422494,99024a5982w3437,636373z3028,Restaurant
25.08.20,7095310,97968j1692r4637,483720w9106,Retail store
16.08.20,3557239,57211v2741t8530,376987h5139,Retail store
12.06.20,1981345,70353e3460n4374,618765i2910,Restaurant
26.06.20,1981345,74478k2798j9750,690429k1728,Restaurant
09.07.20,1981345,10970w8564p4078,278992n1442,Restaurant
06.10.20,1981345,91035f4401q9510,740780z8574,Restaurant
30.07.20,9733951,81612n2835f5149,969362y1026,Restaurant
30.07.20,8392916,94833j6548q9341,135892d4960,Retail store
21.09.20,6280322,38618k9648w5795,914004u5910,Restaurant
22.06.20,2885770,61430u5536w1472,232664z5482,Restaurant
13.09.20,2885770,60034c5416a1061,835712c2839,Restaurant
26.05.20,4735639,55088v5150e5000,903531c8977,Restaurant
27.06.20,4735639,62077f5311u5167,729629l4733,Restaurant
04.07.20,4735639,52990w6803n8179,232664z5482,Restaurant
23.07.20,4735639,56270c3719d6526,232664z5482,Restaurant
22.07.20,4735639,20513j1629x5570,232664z5482,Restaurant
27.09.20,4735639,70613a2623r1447,232664z5482,Restaurant
29.10.20,4735639,93144f4063o5852,232664z5482,Restaurant
15.09.20,8139150,90040v1646c2809,371153l1480,Restaurant
10.09.20,8139150,92942i5296w4596,371153l1480,Restaurant
26.09.20,8139150,28856n4249w7696,823301c8222,Restaurant
09.10.20,8139150,47047x3078z8392,371153l1480,Restaurant
17.10.20,8139150,22011u4284x4944,371153l1480,Restaurant
21.10.20,8139150,52140t4474b9945,371153l1480,Restaurant
29.05.20,2303646,22226q3043q6577,109445d7398,Retail store
23.05.20,2303646,57465r2010e4583,533221b3355,Retail store
30.04.20,7117939,43383a2977x5183,845863w1428,Retail store
11.05.20,3380672,28751h9820l2939,548502s8496,Restaurant
22.05.20,3380672,27651u5726c7423,211767i1178,Restaurant
22.06.20,3380672,72422a5222n3177,414379v8013,Restaurant
29.06.20,3380672,93050a8454z7947,211767i1178,Restaurant
22.10.20,6950951,31094w4894x7160,114393w7204,Restaurant
01.07.20,3768006,99728i3432v8520,103690x9634,Restaurant
12.06.20,3768006,43374p4165a1730,929750i1407,Restaurant
04.06.20,3768006,38841q4132f4445,713226a7656,Restaurant
29.06.20,3768006,51848l4777x7220,847444t7551,Restaurant
12.06.20,3768006,57666w6164n3037,606147q5649,Restaurant
06.06.20,3768006,95345h2956x6087,606147q5649,Restaurant
13.06.20,3768006,53241u4202p9904,238437i3667,Restaurant
07.09.20,1966282,67584b8990h7724,271084d3831,Restaurant
18.09.20,1966282,93842n9168p6863,271084d3831,Restaurant
17.10.20,1966282,56566c6116p9843,271084d3831,Restaurant
03.09.20,4187133,23362a3814q3333,114412v2180,Restaurant
19.09.20,4187133,81295b7308c9760,114412v2180,Restaurant
19.10.20,4187133,81663d4078z3957,159424f7959,Restaurant
28.09.20,4187133,80106o3748e9606,159424f7959,Restaurant
24.09.20,4187133,26463r4003x6080,964762v9759,Restaurant
22.04.20,6699761,48098t6450l2538,191930c7596,Retail store
27.09.20,9370597,55582t6543p5135,383123i8191,Retail store
26.10.20,9370597,49905x7875o4694,383123i8191,Retail store
20.09.20,4201947,85982l1153d6549,896675w9006,Retail store
19.08.20,3695106,14969k7613s6583,192976e3251,Restaurant
31.08.20,3695106,75837z5205p2494,192976e3251,Restaurant
18.10.20,3695106,80561m2106m4716,252431u5114,Restaurant
20.10.20,3695106,67111c2374k6637,192976e3251,Restaurant
01.10.20,3695106,75773r6970z4051,357482v7185,Restaurant
13.09.20,9441186,19545f3785a5749,879424k1755,Restaurant
09.05.20,6131471,77496x3542t4427,900569c9350,Restaurant
14.06.20,6131471,90781l3541o5432,726829n7478,Restaurant
28.06.20,6131471,38592k8600i9451,630994k3015,Restaurant
11.07.20,6131471,16761e2613m3975,929750i1407,Restaurant
26.09.20,6131471,39176e1380j9828,726829n7478,Restaurant
28.10.20,6131471,77839p7847u1928,726829n7478,Restaurant
26.09.20,6131471,98592y2137b6764,726829n7478,Restaurant
27.05.20,6146788,13423h5115p1397,717520w3887,Restaurant
23.07.20,6146788,88862c9195h7953,324637u7703,Restaurant
28.05.20,7469229,38743z7628k3267,802181g7135,Restaurant
16.06.20,2847235,22395a4194o1131,736687r2943,Restaurant
27.06.20,8287679,29266u1117o4756,109445d7398,Retail store
11.06.20,8287679,19997m2733y4439,383123i8191,Retail store
25.08.20,8287679,56984t6187l8586,859489v4876,Retail store
10.10.20,8287679,75996t3278x6161,859489v4876,Retail store
26.10.20,8287679,98065n6023w7480,399210y7713,Retail store
18.07.20,9101141,52167v3055x3064,845863w1428,Retail store
10.10.20,5272143,82499h8115r5036,703975j9801,Restaurant
29.04.20,6638509,20963t5271q6985,845863w1428,Retail store
09.05.20,4226186,25431w6838e4768,190031r6061,Restaurant
14.05.20,4226186,11593n5309n9055,120772q9252,Restaurant
18.05.20,8210040,61760k7160r3321,376987h5139,Retail store
23.10.20,1928908,78902t1857j4720,135892d4960,Retail store
11.05.20,4768157,22758c4945j3712,927765p4680,Retail store
02.07.20,8177770,93514g9711b2965,192976e3251,Restaurant
12.08.20,8177770,42019m7548o2382,159424f7959,Restaurant
15.08.20,8177770,14174k8470u6443,159424f7959,Restaurant
31.08.20,8177770,35828y4952s6567,192976e3251,Restaurant
30.08.20,8177770,52717s5513x6109,192976e3251,Restaurant
24.09.20,8177770,26998t9890w8807,159424f7959,Restaurant
21.06.20,5585757,75931t8189r3511,909373o8807,Retail store
30.09.20,5585757,51165v7893j3037,859489v4876,Retail store
30.06.20,6157182,62547c4586a6796,376987h5139,Retail store
17.07.20,6157182,17144l7626z9594,376987h5139,Retail store
22.07.20,6157182,41194i7740h7297,376987h5139,Retail store
01.07.20,6157182,71541w3771c9249,376987h5139,Retail store
18.09.20,6157182,84582c3923z2399,376987h5139,Retail store
20.09.20,6157182,89503o3850z2926,376987h5139,Retail store
18.09.20,6157182,48917j4455k9179,376987h5139,Retail store
01.10.20,6157182,61110z6621j8534,376987h5139,Retail store
02.09.20,6157182,40269m2517a3979,376987h5139,Retail store
25.10.20,6157182,38682n1708o4777,376987h5139,Retail store
25.10.20,6157182,72504d5769e5034,376987h5139,Retail store
29.09.20,6157182,86007q6409z8029,376987h5139,Retail store
27.10.20,6157182,27028t6233x7037,376987h5139,Retail store
28.09.20,6157182,99490f1225k6149,376987h5139,Retail store
24.06.20,6474249,80456i8154m3516,275842a8803,Restaurant
30.07.20,6474249,66469p1335x6323,451074f3214,Restaurant
21.07.20,6474249,74612p1326a2820,896430s1281,Restaurant
16.08.20,6474249,16388s3714a9905,275842a8803,Restaurant
24.07.20,6474249,49703f6145n9663,451074f3214,Restaurant
21.07.20,5914300,27206l2146h3546,383217b8485,Restaurant
09.07.20,5914300,60651t9358k6729,150145v1224,Restaurant
24.09.20,5545140,48020m5152j7310,896675w9006,Retail store
01.10.20,5545140,54083t1563f9611,896675w9006,Retail store
22.08.20,2975351,58047r1296r4433,859489v4876,Retail store
13.09.20,2975351,46574s5359h4005,859489v4876,Retail store
26.09.20,2975351,73182i8403k8122,859489v4876,Retail store
27.10.20,2975351,88097b3294z4523,859489v4876,Retail store
31.07.20,3904908,32477g1608i9653,688545n4544,Restaurant
28.08.20,3904908,69635h8788l2586,612119d4768,Restaurant
04.08.20,3904908,72108j2292n9673,156542m5125,Retail store
07.08.20,3904908,65144i7690g9883,617525n8737,Restaurant
14.08.20,3904908,81949g7859z9151,576624c6672,Retail store
24.08.20,2905061,24198u6685c7913,702471y9270,Restaurant
27.09.20,2905061,77295h8380a8452,485196q7880,Restaurant
29.08.20,2905061,55938f8116y8771,702471y9270,Restaurant
30.09.20,2905061,49784o6760z3703,702471y9270,Restaurant
23.09.20,2905061,38725t4630p6758,157124b4791,Restaurant
16.09.20,2905061,94793d6816s6423,702471y9270,Restaurant
25.10.20,2905061,94300o7841z7581,157124b4791,Restaurant
05.06.20,7273276,98112g1467b2641,909373o8807,Retail store
10.09.20,7273276,72049e4761a1513,896675w9006,Retail store
02.05.20,9108270,23120v4937v5323,576624c6672,Retail store
25.08.20,5093941,87241a5640d7516,243604r1416,Restaurant
23.05.20,9168175,24713q1698f2029,845863w1428,Retail store
27.07.20,2681049,88764l8194d4966,759199m7525,Restaurant
04.08.20,2681049,56271w5860k9076,759199m7525,Restaurant
03.08.20,2681049,93652o4578w8757,759199m7525,Restaurant
10.09.20,2681049,22487o1201t5776,759199m7525,Restaurant
15.09.20,2681049,25912q6031q7821,510808j4325,Restaurant
11.09.20,7032696,77032p4361m8176,960949q9277,Restaurant
03.09.20,1134521,25203i5789d2079,702471y9270,Restaurant
07.09.20,1134521,27309t3415h7452,702471y9270,Restaurant
09.09.20,1134521,54987a6546y9840,305414u7295,Restaurant
21.09.20,1134521,74701r2845x2391,305414u7295,Restaurant
29.08.20,1134521,93332i4918k1590,305414u7295,Restaurant
13.10.20,1134521,27140u9306e8033,702471y9270,Restaurant
22.09.20,1134521,99244b8305v9934,305414u7295,Restaurant
16.08.20,7363407,17325w3406n9817,845863w1428,Retail store
12.08.20,7363407,58125e3898c2962,845863w1428,Retail store
25.09.20,4222019,56206g8638u3655,487299x2579,Restaurant
24.09.20,4222019,15168c3530y1401,263628g2394,Restaurant
17.10.20,4222019,53019t6257l1616,907598f5618,Restaurant
22.10.20,4222019,97157w6574i2678,752309g1828,Restaurant
08.10.20,4222019,98513a1702q8539,752309g1828,Restaurant
27.09.20,7455864,61735b4518n9569,499633s8269,Restaurant
16.09.20,7455864,72492f8006i9387,517524x4392,Restaurant
26.08.20,6171886,20532u7452z8637,253237o3958,Restaurant
27.08.20,6171886,44493a8632q8182,705247h4809,Restaurant
10.08.20,6171886,23302t3471d9060,705247h4809,Restaurant
28.08.20,6171886,13756e6800f9168,705247h4809,Restaurant
23.09.20,6171886,96832z6876z1801,725492p3150,Restaurant
30.09.20,6171886,23574t1487e2718,705247h4809,Restaurant
06.06.20,7248539,86550n8995l2760,109445d7398,Retail store
21.09.20,7248539,78802d2678c7398,109445d7398,Retail store
14.05.20,2418381,92242o9766x7052,845863w1428,Retail store
03.07.20,2418381,46618f9058i1760,839929l6219,Retail store
08.07.20,2418381,10529c9550k5897,845863w1428,Retail store
30.05.20,9865857,73683q5105s5368,909373o8807,Retail store
22.04.20,9865857,51871r7231a4941,348074g9121,Retail store
24.04.20,9865857,22757j5698g1414,909373o8807,Retail store
07.05.20,9865857,71319f8771p9115,845863w1428,Retail store
12.05.20,9865857,77119d3760w4711,129121d3988,Retail store
27.08.20,3289189,84791g8103t3050,510808j4325,Restaurant
06.09.20,3289189,97153j5703r4985,510808j4325,Restaurant
24.08.20,3289189,72617u9154s5704,759199m7525,Restaurant
23.06.20,8575624,51499b3536t6317,376987h5139,Retail store
20.07.20,8575624,84707g7564e9392,376987h5139,Retail store
26.06.20,8575624,46037r7759e6021,376987h5139,Retail store
01.08.20,8575624,30414j3340t5081,376987h5139,Retail store
23.09.20,8575624,11196u6762s3842,909373o8807,Retail store
19.10.20,8575624,51405i9014q1135,909373o8807,Retail store
27.09.20,8575624,38276x3145b4105,909373o8807,Retail store
21.10.20,8575624,26518r4396o9938,859489v4876,Retail store
01.05.20,8376201,77939g7164y3768,896675w9006,Retail store
21.04.20,8376201,68890i3146n8617,896675w9006,Retail store
08.07.20,1679239,98958o4037e2417,863086r6712,Restaurant
09.08.20,7421598,37046k7867i9446,128998y6862,Restaurant
19.08.20,7421598,38605r3676k3224,128998y6862,Restaurant
07.09.20,7421598,58257r2455r5246,128998y6862,Restaurant
08.09.20,7421598,88957b6404u7763,128998y6862,Restaurant
01.10.20,7421598,20263k6757u3613,395748m4883,Restaurant
05.09.20,4923254,75274t4133z5404,749320a1773,Restaurant
31.08.20,8008693,16166k8099o8032,109445d7398,Retail store
18.09.20,8008693,31288t6883p1147,859489v4876,Retail store
31.07.20,3562673,12131c5402q6565,122915b3615,Restaurant
29.07.20,3562673,53514o1872i5726,943968n7085,Restaurant
29.07.20,6347158,21510k3173p3561,752309g1828,Restaurant
31.08.20,6347158,47584i9335y7533,752309g1828,Restaurant
26.08.20,6347158,32666r1613g6303,114393w7204,Restaurant
15.08.20,6347158,52246w1051s6398,725392g2580,Restaurant
02.09.20,6347158,79800e9830e4768,251956z6568,Restaurant
01.10.20,6347158,29612e1453t7985,674896o4266,Restaurant
02.07.20,4739886,62702x9632k8007,909373o8807,Retail store
24.07.20,4739886,71462f8899y4041,909373o8807,Retail store
20.07.20,6213484,24158o2161x4041,439538k1000,Restaurant
31.07.20,6213484,59141t9880w7116,785443v7644,Restaurant
09.08.20,6213484,60741q2479h1529,439538k1000,Restaurant
25.08.20,6213484,32341x5515h3261,103690x9634,Restaurant
17.08.20,6213484,37682p5761s3336,929921e3446,Restaurant
28.07.20,6213484,78322s2223i3896,439538k1000,Restaurant
28.07.20,6213484,58224v7970d9575,439538k1000,Restaurant
14.08.20,6213484,86157a7446k2600,929921e3446,Restaurant
25.09.20,6213484,11394o4993i4289,929921e3446,Restaurant
01.09.20,6213484,81076h7466f1953,606780k2011,Restaurant
05.09.20,6213484,27125d1262j2157,439538k1000,Restaurant
05.09.20,6213484,41284k9999h8914,929921e3446,Restaurant
28.09.20,6213484,50748k6380r2233,439538k1000,Restaurant
29.09.20,6213484,29381t2691f1795,606780k2011,Restaurant
15.10.20,6213484,51909g1337x7522,929921e3446,Restaurant
23.09.20,6213484,66855p5482m1839,449516b7889,Restaurant
14.05.20,1985085,39216x2388b4380,533221b3355,Retail store
09.05.20,9573254,57913f4146u2799,909373o8807,Retail store
24.08.20,7006514,62669m2784a2483,192976e3251,Restaurant
27.07.20,6013429,99622n9949v2317,948949k4138,Restaurant
17.09.20,6013429,19220x6925c5148,736262j7334,Restaurant
02.09.20,6013429,75236f6137m5682,736262j7334,Restaurant
06.09.20,6013429,42377i8139y5649,736262j7334,Restaurant
27.08.20,6013429,33960w3149d7346,736262j7334,Restaurant
04.10.20,6013429,62722z3135d9333,487299x2579,Restaurant
21.09.20,6013429,69659e1747i1049,736262j7334,Restaurant
30.10.20,6013429,10270q6266m8803,745967b9873,Restaurant
18.08.20,9594787,76443l8983h3234,640922s3841,Restaurant
07.08.20,9594787,74220v8463v5440,640922s3841,Restaurant
02.08.20,9594787,13109z9211h1548,640922s3841,Restaurant
29.08.20,9594787,37409d3957z4080,640922s3841,Restaurant
13.08.20,9594787,59936u2322t9270,640922s3841,Restaurant
